filename,class,xmin,ymin,xmax,ymax,source
ocd28.jpg,face,0.23346560846560846,0.513558201058201,0.4537037037037037,0.7298280423280423,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd28.jpg
ocd28.jpg,face,0.6994047619047619,0.5284391534391535,0.8581349206349206,0.6789021164021164,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd28.jpg
ocd14.jpg,face,0.14484126984126985,0.4887566137566138,0.43683862433862436,0.7979497354497355,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd14.jpg
ocd15.jpg,face,0.5254629629629629,0.20072751322751323,0.8343253968253969,0.48115079365079366,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd15.jpg
ocd29.jpg,face,0.41964285714285715,0.10251322751322751,0.9262566137566137,0.6011904761904762,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd29.jpg
ocd17.jpg,face,0.08697089947089948,0.15145502645502645,0.3326719576719577,0.39715608465608465,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd17.jpg
ocd17.jpg,face,0.7361111111111112,0.5142195767195767,0.9666005291005291,0.7410714285714286,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd17.jpg
ocd16.jpg,face,0.25066137566137564,0.5208333333333334,0.5132275132275133,0.7787698412698413,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd16.jpg
ocd16.jpg,face,0.5085978835978836,0.11474867724867725,0.7549603174603174,0.35383597883597884,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd16.jpg
ocd12.jpg,face,0.1597222222222222,0.2953042328042328,0.42427248677248675,0.564484126984127,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd12.jpg
ocd12.jpg,face,0.5869708994708994,0.45965608465608465,0.8733465608465608,0.7278439153439153,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd12.jpg
ocd13.jpg,face,0.5869708994708994,0.12334656084656084,0.8581349206349206,0.3726851851851852,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd13.jpg
ocd13.jpg,face,0.6144179894179894,0.5843253968253969,0.8723544973544973,0.8432539682539683,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd13.jpg
ocd8.jpg,face,0.38756613756613756,0.21461640211640212,0.8210978835978836,0.6365740740740741,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd8.jpg
ocd11.jpg,face,0.15707671957671956,0.6541005291005291,0.414021164021164,0.8971560846560847,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd11.jpg
ocd11.jpg,face,0.5925925925925926,0.056216931216931214,0.8250661375661376,0.3055555555555556,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd11.jpg
ocd38.jpg,face,0.11441798941798942,0.06283068783068783,0.5254629629629629,0.4708994708994709,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd38.jpg
ocd38.jpg,face,0.6160714285714286,0.48048941798941797,0.7797619047619048,0.6352513227513228,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd38.jpg
ocd10.jpg,face,0.13921957671957672,0.34523809523809523,0.4451058201058201,0.6458333333333334,https://storage.googleapis.com/ocd-data-bucket/face_small/ocd10.jpg
